0.0,4.121848,4.725046,7.980396,3.312326,6.152307,-1.688005,-0.061258,-1.201181,-1.273092,11.956,25.8945,-12.962501,-1.0,
0.0,5.414414,2.417577,6.946343,4.477681,2.997405,-2.79823,1.536766,-0.279654,3.37183,14.9755,25.2845,-12.962501,-1.0,
0.0,-0.799476,-9.809137,13.208106,-1.736208,-9.229309,3.463532,1.020072,0.263674,2.093411,20.4655,21.685501,-14.731501,-1.0,
0.0,-5.567607,-8.631466,8.937852,-5.72261,-8.609925,-0.867549,0.886903,1.273092,-2.444976,18.0255,21.106,-15.311,-1.0,
0.0,0.636708,-1.890976,10.172971,0.481705,-1.869435,0.36757,0.583279,0.780368,-1.430231,18.6355,21.685501,-15.921,-1.0,
0.0,0.330322,-0.033511,10.728295,0.247441,-1.407772,1.018767,1.512796,0.01598,-2.450303,16.1955,24.095001,-14.731501,-1.0,
0.0,3.068647,9.330409,8.545295,2.985766,7.956148,-1.164233,1.962906,-0.234377,-1.946925,11.956,24.095001,-17.69,-1.0,
0.0,4.208019,9.282537,8.593168,3.515901,7.873899,-1.087074,0.380862,-0.330258,2.90574,11.346,23.485,-18.849,-1.0,
0.0,0.186704,0.655857,11.503835,-0.505415,-0.752781,1.823592,-0.340912,-0.266337,3.257305,15.5855,21.106,-18.849,-1.0,
0.0,-1.306927,-2.637791,12.317672,-1.842948,-3.473344,2.561396,-0.897557,-0.029297,1.58737,18.6355,16.897,-18.2695,-1.0,
0.0,-1.316502,-6.094208,8.593168,-1.852523,-6.92976,-1.163108,0.20508,0.561972,-0.998765,20.4655,18.0865,-18.2695,-1.0,
0.0,0.962243,-2.475024,9.301685,1.018208,-4.453079,-0.303238,1.091983,0.410159,-3.544949,18.6355,20.496,-17.08,-1.0,
0.0,2.484598,9.933606,7.884651,2.540563,7.955551,-1.720273,1.110626,-0.135832,-2.95368,11.956,22.9055,-20.0385,-1.0,
0.0,3.85376,11.216598,8.133589,3.122585,9.466074,-1.487817,0.090555,-0.276991,2.543521,10.126,22.9055,-21.228,-1.0,
0.0,0.2633,2.178212,11.111278,-0.467875,0.427689,1.489872,-0.69514,-0.45011,3.504998,13.7555,20.496,-21.228,-1.0,
0.0,-1.096287,-1.125011,12.221927,-1.973192,-2.009876,2.494726,-1.158567,-0.292971,1.861697,18.0255,21.685501,-18.2695,-1.0,
0.0,-2.13034,-8.957002,9.138918,-3.007245,-9.841866,-0.588283,-0.498051,0.095881,1.707222,18.6355,19.3065,-16.5005,-1.0,
0.0,-1.68991,-5.462287,8.966576,-2.117284,-6.515513,-0.773981,0.316941,0.767051,-2.70865,18.6355,19.886,-18.849,-1.0,
0.0,1.364375,2.02502,8.813383,0.937001,0.971793,-0.927174,0.284981,0.561972,-4.10692,16.1955,19.886,-18.2695,-1.0,
0.0,1.814379,6.745278,7.942098,1.356161,4.934119,-1.684954,1.073339,0.085228,0.055931,11.956,23.485,-18.849,-1.0,
0.0,0.665432,4.140997,10.776168,0.207214,2.329839,1.149117,0.149149,-0.082565,2.309144,10.736,22.9055,-21.228,-1.0,
0.0,-0.789901,0.512239,11.685751,-1.503171,0.02203,1.917367,-1.398271,-0.231713,2.226579,14.3655,23.485,-18.2695,-1.0,
0.0,-1.335651,-11.120852,9.62722,-2.048921,-11.61106,-0.141164,-1.014745,0.0,2.152005,16.8055,21.106,-18.2695,-1.0,
0.0,-4.801642,-9.569773,8.420826,-5.514911,-10.059981,-1.347558,0.713784,0.636546,-1.438221,18.0255,21.106,-17.08,-1.0,
0.0,2.101616,9.96233,8.535721,1.846637,8.676219,-1.182885,0.90821,0.063921,-3.736712,14.9755,21.106,-20.0385,-1.0,
0.0,3.652695,10.757019,8.487848,2.576268,9.771993,-1.209647,-0.085228,-0.444783,2.711313,11.346,22.9055,-20.618,-1.0,
0.0,1.278204,4.064401,9.330409,0.201777,3.079374,-0.367086,-0.479407,-0.572625,3.425097,10.736,22.9055,-18.2695,-1.0,
0.0,-0.665432,0.876072,10.239992,-1.741859,-0.108954,0.542497,-1.438221,-0.607249,2.833828,14.9755,22.9055,-21.8075,-1.0,
0.0,-3.212265,-12.805975,10.431483,-3.956632,-13.009325,0.655239,-0.998765,0.300961,0.649863,16.8055,21.106,-20.0385,-1.0,
0.0,1.814379,-4.18887,9.818711,1.070013,-4.392221,0.042467,0.141159,1.033388,-2.538194,18.0255,21.685501,-18.849,-1.0,
